energy,secretary,3.755815562
secretary,senate,5.655072744
energy,laboratory,5.825623899
computer,laboratory,3.630438928
weapon,secret,4.686120744
FBI,fingerprint,2.4861846
FBI,investigation,2.811335647
investigation,effort,5.639817307
Mars,water,5.636079538
Mars,scientist,3.973562106
news,report,4.724238808
canyon,landscape,3.935676971
image,surface,4.501879489
discovery,space,4.684477555
water,seepage,4.649626654
sign,recess,4.686367239
Wednesday,news,3.961054877
mile,kilometer,5.578541942
computer,news,6.028612093
territory,surface,4.990405045
atmosphere,landscape,5.835732229
president,medal,4.083526926
war,troops,5.008383627
record,number,4.686367239
skin,eye,4.833279686
Japanese,American,2.82898334
theater,history,5.80548901
volunteer,motto,3.880702592
prejudice,recognition,3.732328882
decoration,valor,2.417102448
century,year,5.686775461
century,nation,5.669902183
delay,racism,3.266664524
delay,news,4.679754377
minister,party,4.826621325
peace,plan,4.700090531
minority,peace,5.806882284
attempt,peace,3.808820935
government,crisis,5.64091928
deployment,departure,2.611916055
deployment,withdrawal,6.083680012
energy,crisis,5.953516249
announcement,news,6.005705894
announcement,effort,5.665116179
stroke,hospital,5.32757001
disability,death,5.69950399
victim,emergency,3.97804375
treatment,recovery,6.364104777
journal,association,4.68636253
doctor,personnel,2.500490949
doctor,liability,3.665614288
liability,insurance,6.068800148
school,center,4.686367239
reason,hypertension,4.141123454
reason,criterion,4.596037524
hundred,percent,2.495025071
Harvard,Yale,3.842890936
hospital,infrastructure,3.497318307
death,row,4.686367239
death,inmate,4.548605368
lawyer,evidence,3.763609719
life,death,4.686367239
life,term,4.686411337
word,similarity,4.680970282
board,recommendation,5.130628383
governor,interview,4.436258102
OPEC,country,4.199412396
peace,atmosphere,4.455824914
peace,insurance,5.803081224
territory,kilometer,2.958045884
travel,activity,4.686367239
competition,price,5.984267569
consumer,confidence,3.737407969
consumer,energy,4.678486273
problem,airport,2.525873979
car,flight,4.686367241
credit,card,4.686367239
credit,information,4.686367326
hotel,reservation,4.679810159
grocery,money,3.971957489
registration,arrangement,4.454431739
arrangement,accommodation,4.581620262
month,hotel,2.602602031
type,kind,4.604729391
arrival,hotel,2.605348683
bed,closet,4.688288769
closet,clothes,4.579266798
situation,conclusion,4.686367239
situation,isolation,4.242044499
impartiality,interest,3.855240174
direction,combination,4.686367239
street,place,4.686367239
street,avenue,6.125676434
street,block,4.686367239
street,children,4.601659074
listing,proximity,4.393123953
listing,category,3.587867017
cell,phone,5.076667688
production,hike,4.718935951
benchmark,index,3.10666221
media,trading,4.686367239
media,gain,4.686367239
dividend,payment,6.121321913
dividend,calculation,6.146683225
calculation,computation,3.935851663
currency,market,4.346922162
OPEC,oil,4.120696503
oil,stock,4.686367239
announcement,production,5.459563709
announcement,warning,3.779061973
profit,warning,4.813831251
profit,loss,5.597267476
dollar,yen,3.826072651
dollar,buck,4.703103052
dollar,profit,3.640607145
dollar,loss,3.942937085
computer,software,2.386650328
network,hardware,5.015690095
phone,equipment,2.723461305
equipment,maker,2.828400052
luxury,car,5.809712629
five,month,3.840015162
report,gain,4.686367239
investor,earning,3.429596241
liquid,water,4.68636725
baseball,season,4.616438711
game,victory,5.652531204
game,team,4.962706985
marathon,sprint,3.641116487
game,series,4.686367239
game,defeat,4.686456779
seven,series,5.325411211
seafood,sea,3.096954934
seafood,food,3.195328213
seafood,lobster,3.255224811
lobster,food,4.134493058
lobster,wine,5.009032538
food,preparation,4.550757922
video,archive,5.015266829
start,year,4.967481635
start,match,4.686367239
game,round,4.686367239
boxing,round,4.686367239
championship,tournament,4.11735664
fighting,defeating,3.915272267
line,insurance,4.686367239
day,summer,6.196887787
summer,drought,3.868356878
summer,nature,4.28276516
day,dawn,4.819313712
nature,environment,6.03285472
environment,ecology,3.455891085
nature,man,4.686367239
man,woman,4.686367239
man,governor,4.887040618
murder,manslaughter,2.917858942
soap,opera,5.779234714
opera,performance,5.781492407
life,lesson,4.686367239
focus,life,4.686367239
production,crew,4.584786198
television,film,5.932044484
lover,quarrel,4.016218896
viewer,serial,3.213721544
possibility,girl,4.600135078
population,development,4.686367239
morality,importance,2.987810784
morality,marriage,5.693320119
Mexico,Brazil,2.897302227
gender,equality,3.513802229
change,attitude,4.686367239
family,planning,4.686458468
opera,industry,6.091981949
sugar,approach,4.926932997
practice,institution,3.991472792
ministry,culture,3.584072922
problem,challenge,4.340145524
size,prominence,4.3272565
country,citizen,3.905215067
planet,people,4.586621497
development,issue,4.686367239
experience,music,4.686322149
music,project,4.686367239
glass,metal,4.68828282
aluminum,metal,2.899741992
chance,credibility,5.419831684
exhibit,memorabilia,3.394305301
concert,virtuoso,3.688907141
rock,jazz,5.780171827
museum,theater,2.338440502
observation,architecture,4.602293799
space,world,4.686367239
preservation,world,4.671002215
admission,ticket,5.565546184
shower,thunderstorm,4.948408818
shower,flood,4.658124421
weather,forecast,3.574577417
disaster,area,4.776180667
governor,office,5.908712236
architecture,century,5.689046801
