energy,secretary,0.0928255430474
secretary,senate,0.232107877803
energy,laboratory,0.112771529804
computer,laboratory,0.28754655789
weapon,secret,0.258439057983
FBI,fingerprint,0.33789979522
FBI,investigation,0.417135304986
investigation,effort,0.234879886919
Mars,water,0.136371553968
Mars,scientist,0.17972103394
news,report,0.312363605307
canyon,landscape,0.243695847671
image,surface,0.128435848298
discovery,space,0.0412564071862
water,seepage,0.393134338931
sign,recess,0.0480511493349
Wednesday,news,0.260148247356
mile,kilometer,0.725847766901
computer,news,0.103998095894
territory,surface,0.13958473877
atmosphere,landscape,0.269712586708
president,medal,0.0694656764302
war,troops,0.476147697355
record,number,0.222086896185
skin,eye,0.339747865545
Japanese,American,0.412488456799
theater,history,0.129828114196
volunteer,motto,0.191276627332
prejudice,recognition,0.116570634992
decoration,valor,0.322715690651
century,year,0.334837116964
century,nation,0.291914711043
delay,racism,0.0238030472764
delay,news,0.125868151512
minister,party,0.171551863034
peace,plan,0.119007274067
minority,peace,0.0686855794063
attempt,peace,0.0613787083768
government,crisis,0.295617584383
deployment,departure,0.276617106223
deployment,withdrawal,0.406050537721
energy,crisis,0.138478801447
announcement,news,0.467333141077
announcement,effort,0.231306090327
stroke,hospital,0.235704103446
disability,death,0.275210989177
victim,emergency,0.175806354771
treatment,recovery,0.24930656617
journal,association,0.162958202903
doctor,personnel,0.161016518489
doctor,liability,0.0611603948052
liability,insurance,0.452444556434
school,center,0.142682121557
reason,hypertension,0.0755515002744
reason,criterion,0.392336628698
hundred,percent,0.180218721423
Harvard,Yale,0.78176956497
hospital,infrastructure,0.145533278314
death,row,0.156124791648
death,inmate,0.275727736394
lawyer,evidence,0.198607915815
life,death,0.361877662777
life,term,0.22676062502
word,similarity,0.096586851364
board,recommendation,0.32118104596
governor,interview,0.118804478131
OPEC,country,0.119489392246
peace,atmosphere,0.133662787407
peace,insurance,0.0981877707976
territory,kilometer,0.154084232892
travel,activity,0.127725871812
competition,price,0.176680639154
consumer,confidence,0.191265391309
consumer,energy,0.246167114296
problem,airport,0.102084989588
car,flight,0.144234428547
credit,card,0.268156937521
credit,information,0.116629809066
hotel,reservation,0.302825413765
grocery,money,0.127045194973
registration,arrangement,0.119148420025
arrangement,accommodation,0.230561259681
month,hotel,0.125919517302
type,kind,0.666641274289
arrival,hotel,0.159355004946
bed,closet,0.431947741586
closet,clothes,0.417730390864
situation,conclusion,0.184742023873
situation,isolation,0.209844514226
impartiality,interest,0.203753705429
direction,combination,0.0958504187595
street,place,0.177530286622
street,avenue,0.383270359732
street,block,0.266959214763
street,children,0.153706953789
listing,proximity,0.123604426572
listing,category,0.11038407425
cell,phone,0.286298826412
production,hike,0.0182611772479
benchmark,index,0.495168837297
media,trading,0.126120356098
media,gain,0.101718813497
dividend,payment,0.278591538992
dividend,calculation,0.150652982705
calculation,computation,0.607695642621
currency,market,0.338299638529
OPEC,oil,0.533377748965
oil,stock,0.22039819222
announcement,production,0.080665927696
announcement,warning,0.246190090196
profit,warning,0.13709336272
profit,loss,0.341994563195
dollar,yen,0.57453557339
dollar,buck,0.256211766339
dollar,profit,0.25337400521
dollar,loss,0.0265667178657
computer,software,0.544410900944
network,hardware,0.293778102235
phone,equipment,0.137740382021
equipment,maker,0.207981988933
luxury,car,0.244511703588
five,month,0.404008330658
report,gain,0.0999590784167
investor,earning,0.00340814875546
liquid,water,0.365352807056
baseball,season,0.262243813839
game,victory,0.331437099827
game,team,0.496656197676
marathon,sprint,0.463615805078
game,series,0.291307837791
game,defeat,0.332989190076
seven,series,0.331006220401
seafood,sea,0.315090670458
seafood,food,0.529558813535
seafood,lobster,0.654407966183
lobster,food,0.305104657453
lobster,wine,0.319486110041
food,preparation,0.177993161759
video,archive,0.173507483708
start,year,0.190186016533
start,match,0.248052285053
game,round,0.272222130878
boxing,round,0.17759245891
championship,tournament,0.665531665225
fighting,defeating,0.344520269753
line,insurance,0.0839106926708
day,summer,0.448131686119
summer,drought,0.16378904858
summer,nature,0.122607602843
day,dawn,0.33108572844
nature,environment,0.402848819501
environment,ecology,0.429976278047
nature,man,0.116169602858
man,woman,0.7664012231
man,governor,0.152324179747
murder,manslaughter,0.605765040445
soap,opera,0.195579908846
opera,performance,0.171674661562
life,lesson,0.19252908817
focus,life,0.142056808851
production,crew,0.179308412176
television,film,0.3455700513
lover,quarrel,0.232265818359
viewer,serial,0.233364650506
possibility,girl,0.0600377664506
population,development,0.175023023252
morality,importance,0.205340413713
morality,marriage,0.306241350172
Mexico,Brazil,0.495492010743
gender,equality,0.505992331349
change,attitude,0.251427051717
family,planning,0.191488322384
opera,industry,0.0429135010034
sugar,approach,0.00772056789458
practice,institution,0.0967762206111
ministry,culture,0.187795461438
problem,challenge,0.462953755371
size,prominence,0.133767046734
country,citizen,0.209859350205
planet,people,0.0870474248285
development,issue,0.0901077680404
experience,music,0.165757153508
music,project,0.021346120698
glass,metal,0.370739730424
aluminum,metal,0.637576352601
chance,credibility,0.239218922237
exhibit,memorabilia,0.302592965664
concert,virtuoso,0.285701843682
rock,jazz,0.452771017665
museum,theater,0.332563735983
observation,architecture,0.136293948126
space,world,0.129627090961
preservation,world,-0.0214706239566
admission,ticket,0.436883136424
shower,thunderstorm,0.342694735205
shower,flood,0.129479350111
weather,forecast,0.36272073754
disaster,area,0.145228299949
governor,office,0.296635574354
architecture,century,0.143093305514
