love,sex,0.097503533
tiger,cat,0.001954018
tiger,tiger,0.010977178
book,paper,0.18655538
computer,keyboard,0.03289977
computer,internet,0.298097252
plane,car,0.0760842
train,car,0.161567878
telephone,communication,0.659448819
television,radio,0.169363538
media,radio,0.106014271
drug,abuse,0.109040075
bread,butter,0.245508982
cucumber,potato,0.135828427
doctor,nurse,0.203908241
professor,doctor,0.226459144
student,professor,0.36574655
smart,student,0.093696763
smart,stupid,0.063888889
company,stock,0.181184669
stock,market,0.048615653
stock,phone,0.119234117
stock,CD,0.110461718
stock,jaguar,0.0090444
stock,egg,0.042706131
fertility,egg,0.05455408
stock,live,0.072337876
stock,life,0.131831875
book,library,0.386111111
bank,money,0.374622356
wood,forest,0.004802891
money,cash,0.237424547
professor,cucumber,0.000725229
king,cabbage,0.007316003
king,queen,0.182170543
king,rook,0.000196773
bishop,rabbi,0.002475423
Jerusalem,Israel,0.138107417
Jerusalem,Palestinian,0.332437878
holy,sex,0.033802688
fuck,sex,0.041387085
Maradona,football,0.000130466
football,soccer,0.106639248
football,basketball,0.149564677
football,tennis,0.082946636
tennis,racket,0.002186058
Arafat,peace,0.000516965
Arafat,terror,0.001817916
Arafat,Jackson,0.000553089
law,lawyer,0.150299401
movie,star,0.122297898
movie,popcorn,0.022498321
movie,critic,0.038796516
movie,theater,0.122252747
physics,proton,0.227168576
physics,chemistry,0.892063492
space,chemistry,0.135344828
alcohol,chemistry,0.327205882
vodka,gin,0.085187195
vodka,brandy,0.045655376
drink,car,0.095855581
drink,ear,0.061663758
drink,mouth,0.110263523
drink,eat,0.196137598
baby,mother,0.182330013
drink,mother,0.101134216
car,automobile,0.049019608
gem,jewel,0.024134849
journey,voyage,0.050098447
boy,lad,0.024573517
coast,shore,1.204040404
asylum,madhouse,0.003939281
magician,wizard,0.002107836
midday,noon,0.066569485
furnace,stove,0.05718548
food,fruit,0.130142737
bird,cock,0.020047913
bird,crane,0.025762231
tool,implement,0.118226601
brother,monk,0.02039652
crane,implement,0.012486993
lad,brother,0.027766266
journey,car,0.224170918
monk,oracle,0.001915531
cemetery,woodland,0.0014066
food,rooster,0.004459148
coast,hill,0.246723647
forest,graveyard,0.000580797
shore,woodland,0.058348068
monk,slave,0.033203125
coast,forest,0.159491884
lad,wizard,0.001703929
chord,smile,0.000435618
glass,magician,0.000353552
noon,string,0.019446977
rooster,voyage,0.001025903
money,dollar,0.233433735
money,cash,0.279554937
money,currency,0.169459963
money,wealth,0.098846154
money,property,0.322128852
money,possession,0.066128412
money,bank,0.322674419
money,deposit,0.146499239
money,withdrawal,0.036498596
money,laundering,0.006989247
money,operation,0.307131902
tiger,jaguar,0.020742716
tiger,feline,0.001475528
tiger,carnivore,0.001476151
tiger,mammal,0.00121145
tiger,animal,0.034815083
tiger,organism,0.001211458
tiger,fauna,0.00094979
tiger,zoo,0.040192282
psychology,psychiatry,0.125409453
psychology,anxiety,0.390728477
psychology,fear,0.19286872
psychology,depression,0.340425532
psychology,clinic,0.017719219
psychology,doctor,0.107651246
psychology,Freud,0.060378707
psychology,mind,0.156097561
psychology,health,0.08
psychology,science,0.129949239
psychology,discipline,0.466887417
psychology,cognition,0.101211411
planet,star,0.063537676
planet,constellation,0.00094766
planet,moon,0.074805928
planet,sun,0.061571894
planet,galaxy,0.069496463
planet,space,0.12922843
planet,astronomer,0.000844243
precedent,example,0.025954198
precedent,information,0.004536709
precedent,cognition,0.009307005
precedent,law,0.02250419
precedent,collection,0.022749944
precedent,group,0.030035041
precedent,antecedent,0.006842177
cup,coffee,0.102756892
cup,tableware,0.000522183
cup,article,0.065465147
cup,artifact,0.000504307
cup,object,0.042555862
cup,entity,0.015761821
cup,drink,0.071245515
cup,food,0.007511357
cup,substance,0.042955181
cup,liquid,0.047902122
jaguar,cat,0.009632327
jaguar,car,0.016882843
